,auctionDate,auctionId,auctionName,currency,genre,guaranteeLine,highEst,id,isSold,lowEst,medium,salePrice,title,type,auctionYear,lot_desc
215,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Spanish'],"SPANISH SCHOOL, LATE 18TH CENTURY",20000,478,TRUE,15000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",15000,A VIEW OF HAVANA,"['Cityscape', 'Landscape']",2017,"oil on canvas 25 1/4 by 40 1/8 in.; 64 by 102 cm. Provenance  Anonymous sale, London, Sotheby's, 14 October 2003, lot 238; There purchased by the present collector."
216,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Italian'],DOMENICO MONDO,7000,479,TRUE,5000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",3250,"PORTRAIT OF MARIA CAVALCANTI AMETRANO, DUCHESS OF SAN DONATO (BEFORE 1...",['Portrait'],2017,"inscribed, lower edge: MARIA CAVALCANTE AMETRANO, DUCHESSA DI / DONATO MOGLIE DI PAOLO SAMBIASE DUCA<sup>DI</sup> MALVI oil on canvas 40 by 28 1/8 in.; 101.8 by 73.8 cm. Provenance  Anonymous sale, Chicago, Susanin's Auctions, 6 December 2014, lot 6218 (as Studio of Francesco Solimena); Acquired at the above sale by the present collector."
217,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],CIRCLE OF JEAN FRANÇOIS SABLET,7000,480,FALSE,5000,['Oil on canvas'],6000,"PORTRAIT OF A GENTLEMAN IN A GREEN JACKET WITH VELVET COLLAR, SEATED AT...",['Portrait'],2017,"oil on canvas 36 5/8 by 27 1/2 in.; 93 by 70 cm. Provenance  Joseph Katz (1888-1958) Baltimore, Maryland; with KnoedlerGalleries, New York, circa 1945; with Newhouse Galleries, New York (as by Francois Jean Sablet); Private Collection, Ohio."
218,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],"ENGLISH SCHOOL, LATE 18TH CENTURY",7000,481,TRUE,5000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",6000,"PORTRAIT OF A LADY, SAID TO BE ANNE PRICE",['Portrait'],2017,"oil on canvas 18 by 13 3/4 in.; 45.7 by 35 cm. Provenance  Thomas Price, Esq.; His deceased sale, London, Christie's, 8 May 1893, lot 47 (as by T. Gainsborough)."
219,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],FOLLOWER OF THOMAS GAINSBOROUGH R.A.,3000,482,TRUE,2000,['Oil on canvas'],7500,PORTRAIT OF A LADY HOLDING A SPANIEL,['Portrait'],2017,"oil on canvas 30 by 24 3/4 in.; 76.2 by 62.8 cm. Provenance  With Acquavella Galleries, New York; From whom acquired in 1938."
220,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],"FRENCH SCHOOL, 19TH CENTURY",8000,483,TRUE,6000,"['Oil', 'Oil on copper', 'Copper', 'Painting']",11875,PORTRAIT OF NAPOLEON,['Portrait'],2017,"oil on copper 11 1/4 by 8 1/2 in.; 28.6 by 21.6 cm. Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> This is a detail from Robert Lefevres full-length Portrait of Napoleon in Coronation Robes , painted in 1812 and now in the Museum of Fine Arts, Boston (acc. no. 26.789). Lefevres painting was engraved by Henry Wolf for William Milligan Sloanes Illustration for the Life of Napoleon Bonaparte (The Century Co, 1896)."
221,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],"FRENCH SCHOOL, 19TH CENTURY",10000,484,FALSE,7000,['Oil on canvas'],8125,MALE NUDE IN A RED DRAPE,['Portrait'],2017,oil on canvas 411/2 by 36 1/2 in.; 105.5 by 92.5 cm.
222,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],"FRENCH SCHOOL, 18TH CENTURY",7000,485,TRUE,5000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",4750,PORTRAIT OF A YOUNG BOY WITH HIS TOYS,"['Children', 'Portrait']",2017,"oil on canvas 24 by 19 3/4 in.; 61 by 49.5 cm. Provenance  Anonymous sale, Paris, Couturier, 11 December 1996, lot 45; There purchased by M. Ghislain Prouvost,Chteau duVert Bois; His sale, Paris, Sotheby's, 9 December 2005, lot 133; There acquired by the present owner."
223,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Dutch'],FOLLOWER OF MELCHIOR DE HONDECOETER,8000,486,TRUE,6000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",6000,"A PEACOCK, A TURKEY, A CHICKEN AND OTHER BIRDS IN AN ORNAMENTAL GARDEN","['Animal', 'Hunting']",2017,"oil on canvas 361/4 by 483/4 in.; 92.1by 126.4 cm Provenance  Anonymous sale: Christie's, London, 1 December 2015, lot 199."
224,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Dutch'],ATTRIBUTED TO PETER ANGELIS,7000,487,TRUE,5000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",25000,A MUSICAL COMPANY,"['Interior', 'Music']",2017,oil on canvas 17 1/8 by 15 7/8 in.; 43.5 by 40.5 cm.
225,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],FRANCIS WHEATLEY R.A.,15000,488,TRUE,10000,['Oil on canvas'],13750,PORTRAIT OF THE WETTEN FAMILY,['Portrait'],2017,"oil on canvas 55 1/2 by 70 3/4 in.; 141 by 179.7 cm. Provenance  Peter Wetten, Chiswick, England; Thence by descent to the present owners."
226,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],ENOCH SEEMAN,15000,489,TRUE,10000,['Oil on canvas'],10000,PORTRAIT OF MRS. FINCH WITH HER SON AND DAUGHTER,"['Children', 'Portrait']",2017,"inscribed on the stretcher: The Late M<sup>r</sup> Finch of Thryberg his Mother/and Sister 1810 oil on canvas 50 1/2 by 65 3/4 in.; 128.3 by 167 cm. Provenance  Anonymous sale, London, Christie's, 18 March 1949, lot 138 (as ""Highmore""), for 10 Guineas to Vincent; Anonymous sale, London, Christie's, 15 October 1954, lot 158 (as ""Highmore""), for 22 Guineas to de Pyco; Anonymous sale, London, Sotheby's, 16 November 1983, lot 37."
227,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],ATTRIBUTED TO GEORGE MORLAND,15000,490,TRUE,10000,['Oil on canvas'],10000,DANCING DOGS,"['Figure', 'Pastoral']",2017,"oil on canvas 30 by 25 1/8 in.; 76.2 by 63.8 cm. Provenance  Frederick Davis, 1885; Lord Tweedmouth, London and Guisachan, Beauly; His sale, London, Christie's, 3 June 1905, lot 29; There acquired by Charles Davis, London; Walter Burns; By whom sold, London, Christie's, 3 May 1929, lot 29; There acquired by Vicars; With Scott &amp; Fowles, New York; Evander B. Schley, New York; By whom given to The Metropolitan Museum of Art in 1951 (Inv. no.52.116)."
228,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],"BENJAMIN WEST, P.R.A.",16000,491,FALSE,12000,['Painting'],12500,THE WISE MEN&#39;S OFFERING,"['Allegory', 'Religious']",2017,"oil on canvas 27 by 22 in.; 68.5 by 56 cm. Provenance  Offered by West's sons to the United States in 1826 (no. 95),but sold by them at London, Robins, 22-25 May 1829, lot 18, for 23.2.0 to Dolman; With Childs Gallery, Boston, 1957; Mrs. Wendell P. Colton; By whose Estate sold, New York, Parke-Bernet Galleries, 13 May 1966, lot 13 (as dated and inscribed 1799 Windsor ); With Ira Spanierman Gallery, New York; Robert D. Draper, Miami, Florida, by 1968; Private collector, New York; From whom acquired by the present owner in 1996."
229,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],ATTRIBUTED TO JOHN SMITH OF CHICHESTER,7000,492,FALSE,5000,"['Oil', 'Board/panel', 'Oil on panel', 'Painting']",4750,EXTENSIVE LANDSCAPE WITH FIGURES AND ANIMALS,['Landscape'],2017,"oil on copper 18 3/4 by 24 1/4 in.; 47.6 by 61.6 cm. Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> This painting is asmaller version of a painting by John Smith of Chichester in the collection at Goodwood House, Chichester, West Sussex."
230,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],ATTRIBUTED TO JOHN WOOTTON,12000,493,FALSE,8000,['Oil on canvas'],7500,A HORSE AND GROOM IN A LANDSCAPE,['Landscape'],2017,oil on canvas 39 1/2 by 50 1/2 in.; 100.4 by 128 cm.
231,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],HARRY HALL,12000,494,TRUE,8000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",8125,"LORD HOWTH, WITH HIS RACEHORSE ""ST. LAWRENCE,"" HIS TRAINER, AND HIS JOCKEY,...","['Animal', 'Equestrian']",2017,"inscribed St. Lawrence (lower center) oil on canvas 27 3/4 by 36 in.; 70.5by 91.5 cm. Provenance  The Ashley Gallery, Palm Beach"
232,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],ATTRIBUTED TO GEORGE ARMFIELD,6000,495,TRUE,4000,['Painting'],4000,SPANIELS PUTTING UP DUCK,['Animal'],2017,"oil on canvas 14by 17 3/8 in.; 35.6by 44 cm. Provenance  Sale: Sothebys, London, July 16, 1986, lot 312 Acquired at the above sale by the present owner"
233,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],HARRY HALL,18000,496,TRUE,12000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",27500,"""UNDERHAND,"" WINNER OF THE NORTHUMBERLAND PLATE, WITH ALDCROFT UP, MR....","['Animal', 'Equestrian']",2017,"signed H. Hall and dated 1860 (lower right) oil on canvas 343/4 by 50 1/8 in.; 88.3 by 127.2 cm. Provenance  Arthur Ackermann &amp; Son, Ltd., London (according to a label on the stretcher)"
234,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],"ENGLISH SCHOOL, 19TH CENTURY",1500,497,TRUE,1000,"['Oil', 'Board/panel', 'Painting']",2750,POINTERS IN AN EXTENSIVE LANDSCAPE; A SPANIEL SEATED OUTSIDE OF A BARN;...,['Animal'],2017,"the first, oil on paperboard the second and third, oil on panel the first, 9 3/8 by 12 1/8 in.; 24 by 30.8 cm. the second, 9 3/8 by 12 1/4 in.; 24 by 31 cm. the third, 7 5/8 by 9 7/8 in.; 19.5 by 25 cm. Provenance  the second, IONA Antiques, London (according to a label on the reverse) the third, The Ashley Gallery, Palm Beach (according to a label on the reverse)"
235,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],JOHN FREDERICK HERRING SR.,12000,498,TRUE,8000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",10000,"THE RACEHORSE ""WHITEFACE"" WITH GROOM J. GILHAM","['Animal', 'Equestrian']",2017,oil on panel 21 1/4 by30 in.; 54 by 76.2 cm. Provenance  Robert Taylor Esq.
236,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],JOHN LINNELL,7000,499,TRUE,5000,['Painting'],1625,AN ENGLISH LANDSCAPE,['Landscape'],2017,"signed J. Linnell (lower right) oil on paper laid on canvas 21 by 26 in.; 53.3 by 66 cm. Provenance  The Honourable George Albertus Cox and Margaret Cox Mr. and Mrs. Herbert C. and Louise Cox (by descent from the above) Gift of the above to the Art Gallery of Ontario, 1956"
237,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],JOHN FERNELEY SNR.,30000,500,TRUE,20000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",30000,"A CHESTNUT HORSE AND A HOUND OUTSIDE HUMEWOOD MANOR, CO. WICKLOW","['Animal', 'Equestrian', 'Landscape']",2017,"signed J. Ferneley Pinx. and dated 1809 (lower right) oil on canvas 40 by 50 in.; 101.5by 127 cm. Provenance  Leggatt Brothers, London Mrs. Edward Shearson, New York (her posthumous sale: New York, Parke-Bernet, November 6, 1955, lot 48) Jane Engelhard, by whom gifted to the former owner"
238,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],"BENJAMIN WILLIAMS LEADER, R.A.",7000,501,FALSE,5000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",4750,A TROUT STREAM - AN AUTUMN AFTERNOON ON THE LLUGWY,['Landscape'],2017,"signed B.W. Leader. and dated 1872 (lower right) oil on canvas 19 3/4 by 30 1/8 in.; 50.5 by 76.5 cm. Provenance  Benjamin Armitage, Chomlea Pendleton (hisposthumous sale: Christie's, London, May 26, 1900, lot 17) Vokins,London Williams &amp; Son, London HelenDickson Smith, by 1947 Bequest of the above, 1956"
239,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],FREDERICK ARTHUR BRIDGMAN,12000,502,TRUE,8000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",16250,ALGER MAREH,"['Exotic', 'Landscape']",2017,"signed F.A. Bridgman and dated Alger M**s 1886. (lower left) and stamped with the initials FB (indistinctly, lower left) oil on canvas, unframed 14 3/4 by 18 in.; 37.5 by 45.7 cm. Provenance  Allan Stone, by 1970"
240,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],FREDERICK ARTHUR BRIDGMAN,7000,503,FALSE,5000,['Painting'],4750,STUDY OF A GROUP IN AN INTERIOR,['Interior'],2017,"signed F.A. Bridgman and dated 1879 (lower left) oil on canvas, unframed 7 1/2 by 12 1/4 in.; 19 by 31 cm. Provenance  Allan Stone, by 1970"
241,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],GEORGE EDWARD ROBERTSON,20000,504,TRUE,15000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",15000,IN THE MEDINA,['Exotic'],2017,"signed George E. Robertson (lower left) oil on canvas 35 7/8 by 50 in.; 91.1 by 127 cm. Provenance  Edward V. Robertson, Wyoming (according to an inscription on the stretcher) Mrs. Cass Moeller (according to a label on the reverse)"
242,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],FREDERICK ARTHUR BRIDGMAN,7000,505,FALSE,5000,['Painting'],4750,TREE TRUNK,['Study'],2017,"dated Monte Carlo / 19 April 85 (lower left) oil on paper mounted on canvas, unframed 9 7/8 by 13 3/4 in.; 25 by 35 cm. Provenance  Allan Stone, by 1970"
243,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],JEAN BÉRAUD,7000,506,FALSE,5000,['Oil on canvas'],4750,JEUNE FEMME ET ENFANTS DANS UN PAYSAGE DE MONTAGNE,['Townscape'],2017,"signed Jean Braud. (lower right) oil on panel 18 by 14 3/4 in.; 45.8 by 37.5 cm. Provenance  Sale: Htel Drouot, Paris, June 30, 1952, lot 115 (titled Village de montagne ) Schweitzer Gallery, New York Sale: Doyle, New York, November 2, 1998, lot 45 Acquired at the above sale by the present owner"
244,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Italian'],RUBENS SANTORO,8000,508,TRUE,6000,"['Oil', 'Board/panel', 'Oil on panel', 'Painting']",10000,THE SIDE STREETS,['Cityscape'],2017,signed Rubens Santoro (lower right) oil on panel 13 by 8 1/2 in.; 33by 21.5 cm.
245,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Italian'],MARTÍN RICO Y ORTEGA,9000,509,TRUE,6000,"['Oil', 'Board/panel', 'Oil on panel', 'Painting']",16250,"CANAL, VENICE",['Cityscape'],2017,signed Rico (lower left) oil on panel 8 5/8 by 6 1/4 in.; 22.1 by 15.9 cm.
246,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],NARCISSE VIRGILE DIAZ DE LA PEÑA,7000,510,TRUE,5000,"['Oil on paper', 'Board/panel']",8125,"QUATRE BOHÉMIENS ET CHIENS, UNE MARE PRÈS DE ROCHERS",['Landscape'],2017,"faintly signed N Diaz. (lower left) oil on paperboard 17 by 10 1/8 in.; 43.2 by 25.8 cm. Provenance  Comte de Salis, London E.J. Landrigan, New York (titled Gypsies by a Woodland Pool ) Vose Galleries, Boston (titled Gypsies by a Woodland Pool ) Kendal Chew &amp; J. Formicola, Philadelphia Sale: Sothebys, New York, May 24, 1996, lot 475(titled Gypsies by a Woodland Pool )"
247,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Dutch'],JACOB HENRICUS MARIS,10000,511,TRUE,7000,['Oil on canvas'],35000,ON THE AMSTEL,['Seascape'],2017,signed J. Maris (lower right) oil on canvas 20 3/4 by 28 1/2 in.; 55.3 by 72.4 cm.
248,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],NARCISSE VIRGILE DIAZ DE LA PEÑA,12000,512,TRUE,8000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",12500,"ZONE PEU BOISÉE, ROCHERS ET FAGOTIÉRE",['Landscape'],2017,"signed N. Diaz and dated 63 (lower left) oil on canvas 17 3/8by 25 1/4 in.; 44by 64 cm. Provenance  Knoedler Gallery, New York and London"
249,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Other'],WILHELM VICTOR BILLE,7000,513,TRUE,5000,['Oil on canvas'],5000,SHIPPING AT COPENHAGEN,['Maritime'],2017,"signed W.V ilh Bille (lower right) oil on canvas 39by 54 in.; 99by 137.2 cm. Provenance  The Parker Gallery, London (according to a label on verso)"
250,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['German'],NAZARENE SCHOOL,20000,514,TRUE,15000,['Painting'],15000,RUTH AND BOAZ,['Religious'],2017,signed with initials AD and dated indistinctly 185* (lower left) oil on canvas 24 7/8 by 30 1/4 in.; 63.2 by 76.7 cm.
251,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],HENRI-JOSEPH HARPIGNIES,7000,515,TRUE,5000,['Painting'],5000,SUMMER LANDSCAPE WITH FARM HOUSE,['Landscape'],2017,"signed H. Harpignies (lower left) oil on canvas 25 by 32 3/4 in.; 63.5by 83.2 cm. Provenance  Brame, Lorenceau et Cie., Paris Sale: Sothebys, New York, April 2, 1996, lot 244"
252,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],LÉON-AUGUSTIN LHERMITTE,20000,516,TRUE,15000,"['Pastel', 'Works on paper']",27500,LA MOISSON,['Landscape'],2017,"signed L. Lhermitte (lower right) pastel on paper laid down on paper, unframed 9 7/8 by 12 5/8 in.; 25 by 32.1 cm Executed circa 1900. Provenance  Howard W. Hayes Collection Gift of Mary Vanderpool Pennington, 1949"
253,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],CHARLES FRANÇOIS DAUBIGNY,15000,517,TRUE,10000,"['Oil', 'Board/panel', 'Oil on panel', 'Painting']",10000,BORD DE RIVIÉRE,['Landscape'],2017,"signed Daubigny and dated 1875 (lower left) oil on panel 15by 26 3/8 in.; 38by 67 cm. Provenance  Thomas Frederick Cole, New York Edwin H. Fricke, Calistoga Reinhart Galleries, New York Sale: Sothebys Parke-Bernet, New York, November 12, 1970, lot 36"
254,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Dutch'],ABRAHAM HULK,8000,519,TRUE,6000,['Painting'],6000,A FRESHENING BREEZE,"['Maritime', 'Seascape']",2017,"signed A. Hulk F. (lower right) oil on panel 8 1/4 by 12 in.; 21 by 30.5 cm. Provenance  Sale: Sothebys, London, October 7, 1987, lot 15 Acquired at the above sale by the present owner"
255,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Dutch'],EUGÈNE JOSEPH VERBOECKHOVEN AND CORNELIS JAN DE VOGEL,12000,520,TRUE,8000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",7500,FARM ANIMALS BY A STREAM,['Animal'],2017,"signed CJ de Vogel / Eugene Verboeckhoven (lower right) oil on canvas 26 3/4by 39 3/4 in.; 68by 101 cm. Provenance  Sale: Sotheby's, New York, May 23, 1997, lot 104"
256,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Dutch'],LOUIS VERBOECKHOVEN,6000,521,TRUE,4000,['Painting'],4000,SETTING OUT,['Maritime'],2017,"signed Louis Verboeckhoven (lower left) oil on panel 15 1/2by 21 1/2 in.; 39.3by 54.6 cm. Provenance  Sale: Sotheby's, London, October 7, 1987, lot 17 Acquired at the above sale by the present owner"
257,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Dutch'],HERMAN WILLEM KOEKKOEK,7000,522,FALSE,5000,['Painting'],4750,A PRIVATE IN THE GORDON HIGHLANDERS,['Figure'],2017,"signed HWK... Koekkoek (lower right) oil on canvas 12by 7 1/2 in.; 30.5by 19 cm. Provenance  Sale: Sotheby's, London, October 7, 1987, lot 44 Acquired at the above sale by the present owner"
258,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],CARLTON ALFRED SMITH,15000,523,TRUE,10000,['Painting'],10000,GOOD LUCK!,['Genre'],2017,"signed Carlton. A. Smith. and dated 1885 (lower left) oil on canvas 40 1/8by 34 1/8 in.; 112by 86.5 cm. Provenance  Frederick W. Thom, Ltd., Toronto (according to a label on the reverse)"
259,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],FRANCESCO BEDA,12000,524,TRUE,8000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",10625,FINISHING TOUCHES,['Genre'],2017,"signed F. Beda (lower left) oil on canvas 36 by 26 in.; 91.4 by 66 cm. Provenance  Sale:Sotheby's, New York, May 23, 1997, lot 167 Haynes Fine Art, Worcestershire, England Private collection (acquired from the above in July 1998)"
260,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],ALEXANDRE CABANEL,25000,525,FALSE,18000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",17500,"PORTRAIT OF MISS MATTHEWS, IN GREEN SILK SATIN AND LACE GOWN",['Portrait'],2017,signed Alex.Cabanel. and dated 1880 (lower right) oil on canvas 45 3/4 by 28 1/4 in.; 116.2 by 72 cm.
261,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['German'],OTTO HIERL-DERONCO,15000,526,FALSE,10000,['Oil on canvas'],9375,PORTRAIT DE JEUNE FEMME,['Portrait'],2017,"signed HIERL-DERONCO (upper left) oil on canvas 98 1/2 by 78 3/4 in.; 250.2 by 200 cm. Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> Despite a nameplate that suggests the sitter in the present work is famed French actress Sarah Bernhardt, this painting relates directly to a small oil sketch by the artist of his wife, Julie Hierl-Deronco, sitting at a tea table in a flowing white dress within an elegantly decorated interior (Norbert Hierl-Deronco, Otto Barone Hierl-Deronco, Munich, 1993, p. 97, illustrated on cover)."
262,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['English'],ERNEST WALBOURN,7000,527,FALSE,5000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",4750,GOODBYE,['Genre'],2017,signed Ernest Walbourn (lower right) oil on canvas 30 by 22 in.; 76.2 by 55.9 cm.
263,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],ABEL DOMINIQUE BOYE,9000,529,FALSE,6000,['Painting'],5250,LA ROUSSE,['Portrait'],2017,signed Abel Boy (upper left) oil on canvas 39 3/8 by 29 in.; 100by 73.5 cm.
264,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['Spanish'],FRANCISCO RODRÍGUEZ SÁNCHEZ CLEMENT,3000,530,TRUE,2000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",2000,FIESTA GITANA,['Exotic'],2017,"signed F. Rodriguez. S. Clement (lower left); titled and inscribed (on the reverse) oil on canvas 14 5/8 by 20 1/8 in.; 37.4 by 51 cm. Provenance  Private collection, Santiago Thence by descent"
265,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],FRÉDÉRIC SOULACROIX,15000,531,FALSE,10000,"['Oil', 'Canvas', 'Oil on canvas', 'Painting']",9375,A PAUSE IN THE MUSIC,"['Genre', 'Interior']",2017,"signed F. Soulacroix (lower right) oilon canvas 29 3/4 by 18 1/4 in.; 75.5 by 46.5 cm Provenance  Leonidas Garcia Rosa (1883-1960), owner of Banco Comind, Sao Paulo, acquired circa 1935 Stella Garcia Rosa Londres (1911-2003), by inheritance from the above, her father Luiz Roberto Londres (b. 1940), by descent from the above"
266,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],JOSEPH COOMANS,15000,532,FALSE,10000,['Painting'],8750,THE AMULET,['Figure'],2017,"signed Joseph Coomans, inscribed Paris, and dated 1882 (lower right) oil on canvas 32 by 25 3/4 in.; 81.3 by 65.4 cm."
267,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],EMILE VERNON,30000,533,TRUE,20000,['Painting'],20000,SPRINGTIME,['Figure'],2017,signed E Vernon (lower left) oil on canvas 25 3/4by 21 1/2 in.; 65.5 by 54.5 cm.
268,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['French'],GUSTAVE JEAN JACQUET,7000,534,FALSE,5000,['Oil on panel'],6000,WHITE SHOULDERS,['Portrait'],2017,"signed G. Jacquet (lower right) oil on panel 16 by 121/2 in.; 40.6 by 31.8 cm. Provenance  M. Knoedler &amp; Co., New York Sale: Sotheby's, New York, May 23, 1996, lot 332A"
269,27-Jan-17,master-paintings-19th-century-european-n09600,Master Paintings &amp; 19th Century European Art,USD,['American'],DANIEL RIDGWAY KNIGHT,35000,535,FALSE,25000,['Oil on canvas'],21250,ON THE RIVER&#39;S EDGE,"['Flower', 'Landscape', 'Portrait']",2017,"signed Ridgway Knight/Paris (lower left) oil on canvas 22 by 18 in.; 55.9 by 45.7 cm Painted circa 1895-1900. Provenance  J.J. Gillespie, Pittsburgh, Pennsylvania, circa 1930s Margaret G. Mack Gertrude Vos Komp Private collection, by descent Acquired from the above and sold: Sotheby's, New York, November 29, 2006, lot 152 Acquired at the above sale"
